row_index_1b,PC1,PC2,group
1,6500.55677327106,813.9010905405192,real
2,6484.234518373133,126.56263631981057,fake
3,6589.511367425825,766.1959497491134,fake
4,6703.26646870133,416.1963006673508,fake
5,6501.295546851596,443.93791088949666,fake
6,6116.600088759059,-93.86679155643104,fake
7,6253.286542052835,671.5517598164217,fake
8,6349.522772383163,929.2513657019045,fake
9,5831.541693739317,62.93602372985529,fake
10,5885.477621003395,984.2174083691729,fake
11,5865.455697117443,535.4129967083798,fake
12,5807.902120156891,100.28688359923333,fake
13,5780.117756826466,667.0728022585416,fake
14,5873.442314268727,696.9827525411675,fake
15,5964.013567913434,228.11040071205534,fake
16,5744.190300855,1109.773918015638,fake
17,5831.66790293525,1763.030253704887,fake
18,5758.9111265367765,1140.1346384880603,fake
19,5658.716569891857,739.3780422257275,fake
20,5548.696342236763,957.9912043861095,fake
21,5552.300226849256,2373.6997590077453,fake
22,5628.23097482661,1325.5660997309226,fake
23,5542.6843232862675,1471.5658280798837,fake
24,5412.167441097012,639.9869929080036,fake
25,5340.3362053987075,2442.5806939205645,fake
26,5477.516340114205,1910.0745011128045,fake
27,5227.468093535351,484.9999537800081,fake
28,5335.213271657694,2412.617195717743,fake
29,5157.533706953122,1758.261769079418,fake
30,4993.605198180093,1060.4498145413668,fake
31,5005.23533984832,1056.3852207916655,fake
32,4886.353547923827,973.28898462416,fake
33,4831.596529594515,2728.8120958226073,fake
34,4952.034521449016,1098.307090567605,fake
35,4769.327377332713,1367.0363451758358,fake
36,4838.466354755679,1598.4258434561855,fake
37,4816.574539701535,2340.0995797557403,fake
38,4606.846094732982,1764.8911312265495,fake
39,4587.9478461417175,2485.131635649332,fake
40,4508.237506779164,2183.580504007826,fake
41,4343.678558637865,2454.479620376315,fake
42,4445.0999717124605,2771.9388162560576,fake
43,4086.6253202203106,2153.851866204054,fake
44,4306.5224996256575,2511.24917107496,fake
45,4170.76406452766,2656.5686829522615,fake
46,4195.890780188487,2877.5897102230474,fake
47,4235.971868790136,2651.1439660218325,fake
48,4094.2771715516433,3330.097877313365,fake
49,4038.4450069696295,3399.5793548319616,fake
50,4023.2500947440835,3542.369181382325,fake
51,3759.0196249147716,2753.1677381215163,fake
52,4118.284224147448,3584.4070914622694,fake
53,3843.3003988651335,4008.0217054587683,fake
54,3977.789117458447,3588.9205604703593,fake
55,3798.858135477668,3838.8695506167905,fake
56,3769.1140481858283,4219.150800562909,fake
57,3644.979325610114,3417.5179036111285,fake
58,3512.7812504649423,3504.401406373058,fake
59,3356.2232343921214,3373.9960370370404,fake
60,3352.2264961514024,3504.9484586297617,fake
61,-4551.00555672837,5912.097633862822,fake
62,-4564.728375539103,5727.588422712599,fake
63,-4382.897843498891,5577.199202791107,fake
64,-4537.890272164099,5418.354817433043,fake
65,-5407.844903889275,4753.293128393128,real
66,-5221.665908244088,4655.728811622983,fake
67,-5142.29934598248,4768.516962966638,fake
